5.95	0.01	14	1	
8.11	0.01	17	1
11.69	0.01	24	1
13.15	0.01	26	1
15.30	0.01	32	1
17.12	0.01	36	1
18.93	0.01	39	1
20.50	0.01	43	1
22.18	0.01	45	1	
24.25	0.01	50	1
5.56	0.01	1	1
6.36	0.01	2	1
9.56	0.01	4	1
11.21	0.01	7	1
14.64	0.01	11	1
16.56	0.01	14	1
18.07	0.01	19	1
20.57	0.01	21	1
22.68	0.01	23	1
25.43	0.01	24	1
10.79	0.01	12	1
14.74	0.01	16	1
16.72	0.01	18	1
17.75	0.01	20	1
19.67	0.01	24	1
20.99	0.01	27	1
22.13	0.01	31	1
24.61	0.01	34	1
25.67	0.01	37	1
28.98	0.01	43	1
